id,titulo,autores,anio_nacimiento_autor,anio_muerte_autor,materias,estanterias,idiomas,copyright,tipo_medio,descargas
3289,The Valley of Fear,"Doyle, Arthur Conan",1859.0,1930.0,"Detective and mystery stories; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Detective Fiction",en,False,Text,56677
47221,Quintus Claudius: A Romance of Imperial Rome. Volume 1,"Eckstein, Ernst",1845.0,1900.0,"Rome -- History -- Flavians, 69-96 -- Fiction",Category: Adventure; Category: Historical Novels; Category: Romance,en,False,Text,56543
2350,His last bow : $b Some later reminiscences of Sherlock Holmes,"Doyle, Arthur Conan",1859.0,1930.0,"Detective and mystery stories, English; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Short Stories; Detective Fiction",en,False,Text,56509
2760,Celebrated Crimes (Complete),"Dumas, Alexandre",1802.0,1870.0,Crime; Criminals -- Biography,"Category: Crime, Thrillers and Mystery; Category: History - European; Category: History - Other; Crime Nonfiction",en,False,Text,56174
74,"The Adventures of Tom Sawyer, Complete","Twain, Mark",1835.0,1910.0,"Adventure stories; Bildungsromans; Boys -- Fiction; Child witnesses -- Fiction; Humorous stories; Male friendship -- Fiction; Mississippi River Valley -- Fiction; Missouri -- Fiction; Runaway children -- Fiction; Sawyer, Tom (Fictitious character) -- Fiction",Banned Books List from the American Library Association; Banned Books from Anne Haight's list; Category: Adventure; Category: American Literature; Category: Classics of Literature; Category: Novels,en,False,Text,56006
7735,Paul Clifford — Complete,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,Brigands and robbers -- Fiction,"Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,55881
2038,The Lock and Key Library: Classic Mystery and Detective Stories: Modern English,,,,"Detective and mystery stories, English; Fiction; Short stories","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Short Stories; Nobel Prizes in Literature; Short Stories",en,False,Text,55770
221,The Return of Sherlock Holmes,"Doyle, Arthur Conan",1859.0,1930.0,"Detective and mystery stories, English; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Short Stories; Detective Fiction",en,False,Text,55384
2360,The Riddle of the Sands,"Childers, Erskine",1870.0,1922.0,Adventure stories; Alternative histories (Fiction); Frisian Islands -- Fiction; Great Britain -- History -- Invasions -- Fiction; Sailing -- Fiction; Sea stories; Secret service -- Fiction; Spy stories,"Category: Adventure; Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,55210
974,The Secret Agent: A Simple Tale,"Conrad, Joseph",1857.0,1924.0,Anarchists -- Fiction; Bombings -- Fiction; Conspiracies -- Fiction; London (England) -- Fiction; Political fiction,"Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Mystery Fiction",en,False,Text,55151
558,The Thirty-Nine Steps,"Buchan, John",1875.0,1940.0,"Hannay, Richard (Fictitious character) -- Fiction; Intelligence service -- Great Britain -- Fiction; Spy stories; World War, 1914-1918 -- Fiction","Adventure; Category: Adventure; Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Movie Books; Mystery Fiction",en,False,Text,55106
1685,The Mystery of the Yellow Room,"Leroux, Gaston",1868.0,1927.0,"Detective and mystery stories; Reporters and reporting -- Fiction; Rouletabille, Joseph (Fictitious character) -- Fiction","Category: Crime, Thrillers and Mystery; Category: French Literature; Category: Novels; Detective Fiction",en,False,Text,55001
68283,The call of Cthulhu,"Lovecraft, H. P. (Howard Phillips)",1890.0,1937.0,Cthulhu (Fictitious character) -- Fiction; Horror tales,"Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Science-Fiction & Fantasy; Category: Short Stories",en,False,Text,54965
1872,The Red House Mystery,"Milne, A. A. (Alan Alexander)",1882.0,1956.0,Detective and mystery stories; England -- Fiction,"Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Detective Fiction",en,False,Text,54929
79,Terminal Compromise,"Schwartau, Winn",1952.0,,"Computer security -- Fiction; Didactic fiction; Privacy, Right of -- Fiction; Records -- Access control -- Fiction","Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,True,Text,54713
61851,El crimen y el castigo,"Dostoyevsky, Fyodor",1821.0,1881.0,Crime -- Psychological aspects -- Fiction; Detective and mystery stories; Murder -- Fiction; Psychological fiction; Saint Petersburg (Russia) -- Fiction,"Category: Classics of Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Russian Literature",es,False,Text,54696
1063,The Cask of Amontillado,"Poe, Edgar Allan",1809.0,1849.0,"Horror tales, American; Revenge -- Fiction","Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Short Stories",en,False,Text,54634
389,The Great God Pan,"Machen, Arthur",1863.0,1947.0,Horror tales; Paranormal fiction,"Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Horror",en,False,Text,54631
4791,Voyage au Centre de la Terre,"Verne, Jules",1828.0,1905.0,"Adventure stories; Earth (Planet) -- Core -- Fiction; Science fiction; Voyages, Imaginary -- Fiction",Category: Adventure; Category: Classics of Literature; Category: French Literature; Category: Science-Fiction & Fantasy; FR Littérature; FR Science fiction; Science Fiction,fr,False,Text,54560
3321,Children of the Whirlwind,"Scott, Leroy",1875.0,1929.0,Criminals -- Fiction; Ex-convicts -- Fiction; Love stories,"Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,54528
3530,"Love-at-arms : $b being a narrative excerpted from the chronicles of Urbino, during the dominion of the high and mighty Messer Guidobaldo da Montefeltro","Sabatini, Rafael",1875.0,1950.0,"Arranged marriage -- Fiction; Borgia, Cesare, 1476?-1507 -- Fiction; Italy -- History -- 1492-1559 -- Fiction; Urbino (Italy) -- Fiction",Category: Adventure; Category: Historical Novels; Category: Romance,en,False,Text,54429
1931,The Zeppelin's Passenger,"Oppenheim, E. Phillips (Edward Phillips)",1866.0,1946.0,"Historical fiction; World War, 1914-1918 -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,54417
1686,The Secret of the Night,"Leroux, Gaston",1868.0,1927.0,"Attempted assassination -- Fiction; Detective and mystery stories; Generals -- Fiction; Rouletabille, Joseph (Fictitious character) -- Fiction","Category: Crime, Thrillers and Mystery; Category: Novels; Detective Fiction",en,False,Text,54326
2813,The Grand Babylon Hôtel,"Bennett, Arnold",1867.0,1931.0,Americans -- England -- Fiction; London (England) -- Fiction; Millionaires -- Fiction,"Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,54164
524,Ann Veronica: A Modern Love Story,"Wells, H. G. (Herbert George)",1866.0,1946.0,Feminism -- Fiction; Great Britain -- Social conditions -- Fiction; Love stories; Sex role -- Fiction,Category: British Literature; Category: Novels; Category: Romance,en,False,Text,54063
3070,The Hound of the Baskervilles,"Doyle, Arthur Conan",1859.0,1930.0,"Blessing and cursing -- Fiction; Dartmoor (England) -- Fiction; Detective and mystery stories; Dogs -- Fiction; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction","Bestsellers, American, 1895-1923; Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,53919
1849,The Yellow Crayon,"Oppenheim, E. Phillips (Edward Phillips)",1866.0,1946.0,Detective and mystery stories; Fiction,"Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,53675
173,The Insidious Dr. Fu Manchu,"Rohmer, Sax",1883.0,1959.0,"Criminals -- Fiction; Detective and mystery stories; Fu Manchu, Doctor (Fictitious character) -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Crime Fiction",en,False,Text,53606
61262,Poirot Investigates,"Christie, Agatha",1890.0,1976.0,"Belgians -- England -- Fiction; Detective and mystery stories, English; Poirot, Hercule (Fictitious character) -- Fiction; Private investigators -- England -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Short Stories; Detective Fiction",en,False,Text,53427
53874,Under the Red Dragon: A Novel,"Grant, James",1822.0,1887.0,"Crimean War, 1853-1856 -- Fiction",Category: British Literature; Category: Historical Novels; Category: Romance,en,False,Text,53012
69700,The case-book of Sherlock Holmes,"Doyle, Arthur Conan",1859.0,1930.0,"Detective and mystery stories, English; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Short Stories",en,False,Text,52954
61168,The Man in the Brown Suit,"Christie, Agatha",1890.0,1976.0,Detective and mystery stories; London (England) -- Fiction; Murder -- Investigation -- Fiction; South Africa -- Fiction; Women adventurers -- Fiction,"Category: Adventure; Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Detective Fiction",en,False,Text,52778
70652,At the mountains of madness,"Lovecraft, H. P. (Howard Phillips)",1890.0,1937.0,Antarctica -- Fiction; Fantasy fiction; Fossils -- Collection and preservation -- Fiction; Horror tales; Scientific expeditions -- Fiction; Stone carving -- Fiction,"Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Science-Fiction & Fantasy",en,False,Text,52726
75288,The Seven Dials mystery,"Christie, Agatha",1890.0,1976.0,"Battle, Superintendent (Fictitious character) -- Fiction; Detective and mystery stories; Police -- England -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Humour; Category: Novels",en,False,Text,52317
66446,The Plymouth Express Affair,"Christie, Agatha",1890.0,1976.0,"Detective and mystery stories; Murder -- Investigation -- Fiction; Poirot, Hercule (Fictitious character) -- Fiction; Short stories","Category: British Literature; Category: Crime, Thrillers and Mystery",en,False,Text,52121
67160,The Hunter's Lodge Case,"Christie, Agatha",1890.0,1976.0,"Detective and mystery stories; Murder -- Investigation -- Fiction; Poirot, Hercule (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Short stories","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,51957
9473,"The Knights of the Cross, or, Krzyzacy: Historical Romance","Sienkiewicz, Henryk",1846.0,1916.0,"Poland -- History -- Jagellons, 1386-1572 -- Fiction; Teutonic Knights -- History -- Fiction",Category: Adventure; Category: Historical Novels; Category: Romance; Nobel Prizes in Literature,en,False,Text,51713
69608,"Weird Tales, Volume 1, Number 4, June, 1923: The unique magazine",Various,,,"Adventure stories -- Periodicals; Fantasy literature, American -- Periodicals; Fantasy literature, English -- Periodicals; Horror tales, American -- Periodicals; Horror tales, English -- Periodicals","Category: Crime, Thrillers and Mystery; Category: Science-Fiction & Fantasy; Category: Short Stories",en,False,Text,51664
67173,The Missing Will,"Christie, Agatha",1890.0,1976.0,"Detective and mystery stories; Inheritance and succession -- Fiction; Poirot, Hercule (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Short stories; Wills -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Short Stories",en,False,Text,51634
9911,The Torrents of Spring,"Turgenev, Ivan Sergeevich",1818.0,1883.0,First loves -- Fiction; Man-woman relationships -- Fiction; Russian fiction -- Translations into English,Category: Novels; Category: Romance; Category: Russian Literature,en,False,Text,51305
70114,The Big Four,"Christie, Agatha",1890.0,1976.0,"Detective and mystery stories, English; Murder -- Investigation -- Fiction; Mystery fiction; Poirot, Hercule (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Secret societies -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,51252
72824,The mystery of the Blue Train,"Christie, Agatha",1890.0,1976.0,"Detective and mystery stories; Jewelry theft -- Fiction; Married women -- Crimes against -- Fiction; Poirot, Hercule (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Railroad travel -- France -- Fiction; Rich people -- Crimes against -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,51178
68957,"Weird Tales, Volume 1, Number 1, March 1923: The unique magazine",Various,,,"Adventure stories -- Periodicals; Fantasy literature, American -- Periodicals; Fantasy literature, English -- Periodicals; Horror tales, American -- Periodicals; Horror tales, English -- Periodicals","Category: Crime, Thrillers and Mystery; Category: Science-Fiction & Fantasy; Category: Short Stories",en,False,Text,51097
70008,Unnatural death,"Sayers, Dorothy L. (Dorothy Leigh)",1893.0,1957.0,"Detective and mystery stories; Private investigators -- England -- Fiction; Wimsey, Peter, Lord (Fictitious character), 1890- -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,50999
59892,"Changeling, and Other Stories","Byrne, Donn",1889.0,1928.0,"Ireland -- Social life and customs -- Fiction; Short stories, Irish","Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Short Stories",en,False,Text,50846
120,Treasure Island,"Stevenson, Robert Louis",1850.0,1894.0,Pirates -- Fiction; Sea stories; Treasure Island (Imaginary place) -- Fiction; Treasure troves -- Fiction,"Best Books Ever Listings; Category: Adventure; Category: British Literature; Category: Classics of Literature; Category: Novels; Children's Literature; Historical Fiction; Pirates, Buccaneers, Corsairs, etc.",en,False,Text,50441
50285,"Dr. Mabuse, der Spieler : $b Roman","Jacques, Norbert",1880.0,1954.0,Criminals -- Fiction; Gamblers -- Fiction; Germany -- Fiction; Hypnotism and crime -- Fiction; Murderers -- Fiction,"Category: Crime, Thrillers and Mystery; Category: German Literature; Category: Novels",de,False,Text,50371
76,Adventures of Huckleberry Finn,"Twain, Mark",1835.0,1910.0,"Adventure stories; Bildungsromans; Boys -- Fiction; Finn, Huckleberry (Fictitious character) -- Fiction; Fugitive slaves -- Fiction; Humorous stories; Male friendship -- Fiction; Mississippi River -- Fiction; Missouri -- Fiction; Race relations -- Fiction; Runaway children -- Fiction",Banned Books List from the American Library Association; Banned Books from Anne Haight's list; Best Books Ever Listings; Category: Adventure; Category: American Literature; Category: Classics of Literature; Category: Novels,en,False,Text,49985
55,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,"Courage -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Cyclones -- Juvenile fiction; Dreams -- Juvenile fiction; Fantasy literature; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Good and evil -- Juvenile fiction; Home -- Juvenile fiction; Oz (Imaginary place) -- Juvenile fiction; Scarecrow (Fictitious character from Baum) -- Juvenile fiction; Tin Woodman (Fictitious character) -- Juvenile fiction; Toto (Fictitious character) -- Juvenile fiction; Witches -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction",Category: Adventure; Category: American Literature; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Children's Literature; Fantasy,en,False,Text,49865
16389,The Enchanted April,"Von Arnim, Elizabeth",1866.0,1941.0,British -- Italy -- Fiction; Domestic fiction; Female friendship -- Fiction; Italy -- Fiction; Love stories,"Bestsellers, American, 1895-1923; Category: British Literature; Category: Novels",en,False,Text,49118
57641,One Woman: Being the Second Part of a Romance of Sussex,"Ollivant, Alfred",1874.0,1927.0,Sussex (England) -- Fiction,Category: British Literature; Category: Novels; Category: Romance,en,False,Text,48889
53416,Only a girl's love,"Garvice, Charles",1850.0,1920.0,Dime novels; English fiction; Love stories,Category: British Literature; Category: Novels; Category: Romance; Romantic Fiction,en,False,Text,48001
3044,Desperate Remedies,"Hardy, Thomas",1840.0,1928.0,Lady's maids -- Fiction; Love stories; Wessex (England) -- Fiction; Young women -- Fiction,Category: British Literature; Category: Novels; Category: Romance,en,False,Text,47809
3146,Two on a Tower,"Hardy, Thomas",1840.0,1928.0,Adultery -- Fiction; Astronomical observatories -- Fiction; Didactic fiction; Love stories; Social classes -- Fiction; Wessex (England) -- Fiction,Category: British Literature; Category: Novels; Category: Romance,en,False,Text,47630
7184,A Heart-Song of To-day (Disturbed by Fire from the 'Unruly Member'): A Novel,"Savigny, Annie G. (Annie Gregg)",,1901.0,Canadian fiction,Category: Novels; Category: Romance,en,False,Text,47474
55179,One of the Six Hundred: A Novel,"Grant, James",1822.0,1887.0,"Crimean War, 1853-1856 -- Fiction",Category: Adventure; Category: British Literature; Category: Historical Novels; Category: Novels; Category: Romance,en,False,Text,47272
58866,The Murder on the Links,"Christie, Agatha",1890.0,1976.0,"Detective and mystery stories; Poirot, Hercule (Fictitious character) -- Fiction; Private investigators -- England -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Detective Fiction",en,False,Text,46938
4488,The Amazing Marriage — Complete,"Meredith, George",1828.0,1909.0,English fiction -- 19th century; Marriage -- Fiction,Category: British Literature; Category: Novels; Category: Romance,en,False,Text,46843
64317,The Great Gatsby,"Fitzgerald, F. Scott (Francis Scott)",1896.0,1940.0,First loves -- Fiction; Long Island (N.Y.) -- Fiction; Married women -- Fiction; Psychological fiction; Rich people -- Fiction,Category: American Literature; Category: Classics of Literature; Category: Novels,en,False,Text,45827
768,Wuthering Heights,"Brontë, Emily",1818.0,1848.0,Domestic fiction; Foundlings -- Fiction; Heathcliff (Fictitious character : Brontë) -- Fiction; Love stories; Psychological fiction; Rejection (Psychology) -- Fiction; Revenge -- Fiction; Rural families -- Fiction; Triangles (Interpersonal relations) -- Fiction; Yorkshire (England) -- Fiction,Best Books Ever Listings; Category: British Literature; Category: Classics of Literature; Category: Novels; Gothic Fiction; Movie Books,en,False,Text,45676
45451,The Man Who Did the Right Thing: A Romance,"Johnston, Harry",1858.0,1927.0,"British -- Africa, East -- Fiction; Missions -- Tanzania -- Fiction",Category: British Literature; Category: Novels; Category: Romance,en,False,Text,45475
51428,That Which Hath Wings: A Novel of the Day,"Dehan, Richard",1863.0,1932.0,"World War, 1914-1918 -- Fiction",Category: British Literature; Category: Novels; Category: Romance,en,False,Text,45295
48296,Linnet: A Romance,"Allen, Grant",1848.0,1899.0,Alps -- Fiction; London (England) -- Fiction; Tyrol (Austria) -- Fiction,Category: British Literature; Category: Novels; Category: Romance,en,False,Text,45280
58820,Whose Body? A Lord Peter Wimsey Novel,"Sayers, Dorothy L. (Dorothy Leigh)",1893.0,1957.0,"Detective and mystery stories; Murder -- Investigation -- Fiction; Private investigators -- England -- Fiction; Wimsey, Peter, Lord (Fictitious character), 1890- -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Detective Fiction",en,False,Text,45272
28054,The Brothers Karamazov,"Dostoyevsky, Fyodor",1821.0,1881.0,Brothers -- Fiction; Didactic fiction; Fathers and sons -- Fiction; Russia -- Social life and customs -- 1533-1917 -- Fiction,Best Books Ever Listings; Category: Classics of Literature; Category: Novels; Category: Russian Literature,en,False,Text,44837
49987,Forest Days: A Romance of Old Times,"James, G. P. R. (George Payne Rainsford)",,1860.0,"Adventure stories; Great Britain -- History -- Richard I, 1189-1199 -- Fiction; Historical fiction; Outlaws -- Fiction; Robin Hood (Legendary character) -- Fiction; Sherwood Forest (England) -- Fiction",Category: British Literature; Category: Historical Novels; Category: Romance,en,False,Text,44724
16,Peter Pan : $b [Peter and Wendy],"Barrie, J. M. (James Matthew)",1860.0,1937.0,Fairies -- Fiction; Fantasy literature; Never-Never Land (Imaginary place) -- Fiction; Peter Pan (Fictitious character) -- Fiction; Pirates -- Fiction,Category: Adventure; Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels; Children's Literature; Movie Books,en,False,Text,44550
21638,Tarrano the Conqueror,"Cummings, Ray",1887.0,1957.0,Science fiction,Category: Adventure; Category: Novels; Category: Science-Fiction & Fantasy; Science Fiction,en,False,Text,44500
6761,The Adventures of Ferdinand Count Fathom — Complete,"Smollett, T. (Tobias)",1721.0,1771.0,Adventure stories; Gothic fiction,Best Books Ever Listings; Category: British Literature; Category: Novels,en,False,Text,44358
53154,Cameron of Lochiel,"Aubert de Gaspé, Philippe",1786.0,1871.0,Canada -- Fiction,Category: French Literature; Category: Historical Novels; Category: Romance,en,False,Text,44272
57669,The problem of Cell 13,"Futrelle, Jacques",1875.0,1912.0,"Boston (Mass.) -- Fiction; College teachers -- Fiction; Detective and mystery stories; Van Dusen, Augustus S. F. X. (Fictitious character) -- Fiction","Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,44101
394,Cranford,"Gaskell, Elizabeth Cleghorn",1810.0,1865.0,England -- Fiction; Female friendship -- Fiction; Older women -- Fiction; Pastoral fiction; Sisters -- Fiction; Villages -- Fiction,Category: British Literature; Category: Novels,en,False,Text,43978
53419,Twenty-Five Ghost Stories,,,,Fiction; Ghost stories,"Category: Crime, Thrillers and Mystery; Category: Short Stories; Horror",en,False,Text,43832
77092,She who sleeps : $b A romance of New York and the Nile,"Rohmer, Sax",1883.0,1959.0,Egyptologists -- Fiction; Excavations (Archaeology) -- Egypt -- Fiction; Love stories; New York (N.Y.) -- Fiction,"Category: Adventure; Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Science-Fiction & Fantasy",en,False,Text,43654
6593,"History of Tom Jones, a Foundling","Fielding, Henry",1707.0,1754.0,Bildungsromans; England -- Fiction; Foundlings -- Fiction; Humorous stories; Identity (Psychology) -- Fiction; Young men -- Fiction,Banned Books from Anne Haight's list; Best Books Ever Listings; Category: British Literature; Category: Classics of Literature; Category: Novels; Harvard Classics; Movie Books,en,False,Text,43622
2160,The Expedition of Humphry Clinker,"Smollett, T. (Tobias)",1721.0,1771.0,Epistolary fiction; Great Britain -- Fiction; Travelers -- Fiction,"Best Books Ever Listings; Category: British Literature; Category: Classics of Literature; Category: Essays, Letters & Speeches; Category: Humour; Category: Novels; Category: Travel Writing; Historical Fiction",en,False,Text,43431
76412,Le cas étrange du docteur Jekyll; Un logement pour la nuit,"Stevenson, Robert Louis",1850.0,1894.0,"Horror tales; London (England) -- Fiction; Multiple personality -- Fiction; Physicians -- Fiction; Psychological fiction; Science fiction; Self-experimentation in medicine -- Fiction; Short stories, English -- Translations into French","Category: British Literature; Category: Classics of Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Science-Fiction & Fantasy; Category: Short Stories",fr,False,Text,43366
4085,The Adventures of Roderick Random,"Smollett, T. (Tobias)",1721.0,1771.0,England -- Fiction; Impressment -- Fiction; Picaresque literature; Rogues and vagabonds -- Fiction; Sailors -- Fiction; Scots -- England -- Fiction; Sea stories; Warships -- Fiction,Best Books Ever Listings; Category: British Literature; Category: Novels; Historical Fiction,en,False,Text,42723
48320,Adventures of Sherlock Holmes: Illustrated,"Doyle, Arthur Conan",1859.0,1930.0,"Detective and mystery stories, English; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Short Stories",en,False,Text,42498
16921,Plague Ship,"Norton, Andre",1912.0,2005.0,Life on other planets -- Fiction; Science fiction; Solar Queen (Imaginary space vehicle) -- Fiction; Space ships -- Fiction,"Category: Adventure; Category: Science-Fiction & Fantasy; Pirates, Buccaneers, Corsairs, etc.; Science Fiction; Science Fiction by Women",en,False,Text,42372
32562,"""And That's How It Was, Officer""","Sholto, Ralph",,,Epistolary fiction; Gangsters -- Fiction; Inventors -- Fiction; Science fiction; Scientists -- Fiction,"Category: Crime, Thrillers and Mystery; Category: Humour; Category: Novels; Science Fiction",en,False,Text,41246
23790,The Ultimate Weapon,"Campbell, John W., Jr. (John Wood)",1910.0,1971.0,Science fiction,Category: Adventure; Category: Science-Fiction & Fantasy; Science Fiction,en,False,Text,40424
50133,The Dunwich horror,"Lovecraft, H. P. (Howard Phillips)",1890.0,1937.0,American fiction -- 20th century; Fantasy fiction; Horror tales,"Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Science-Fiction & Fantasy; Category: Short Stories; Science Fiction",en,False,Text,40148
50290,Space Station 1,"Long, Frank Belknap",1903.0,1994.0,Impostors and imposture -- Fiction; Love stories; Science fiction; Space stations -- Fiction,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: Science-Fiction & Fantasy; Science Fiction",en,False,Text,39701
1257,The three musketeers,"Dumas, Alexandre, Maquet, Auguste",1802.0,1870.0,"Adventure and adventurers -- Fiction; France -- History -- Louis XIII, 1610-1643 -- Fiction; Historical fiction; Swordsmen -- Fiction",Adventure; Best Books Ever Listings; Category: Adventure; Category: Classics of Literature; Category: French Literature; Category: Novels; Historical Fiction; Movie Books,en,False,Text,39688
51649,"The Mysteries of London, v. 4/4","Reynolds, George W. M. (George William MacArthur)",1814.0,1879.0,London (England) -- Fiction; Penny dreadfuls,"Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,39641
19707,One Wonderful Night: A Romance of New York,"Tracy, Louis",1863.0,1928.0,New York (N.Y.) -- Fiction,Category: Adventure; Category: Novels; Category: Romance,en,False,Text,39387
38477,In Jeopardy,"Sutphen, Van Tassel",1861.0,1945.0,Inheritance and succession -- Fiction; Love stories; Maryland -- Fiction; Mystery fiction,"Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,39375
