id,titulo,autores,anio_nacimiento_autor,anio_muerte_autor,materias,estanterias,idiomas,copyright,tipo_medio,descargas
2701,"Moby Dick; Or, The Whale","Melville, Herman",1819.0,1891.0,"Adventure stories; Ahab, Captain (Fictitious character) -- Fiction; Mentally ill -- Fiction; Psychological fiction; Sea stories; Ship captains -- Fiction; Whales -- Fiction; Whaling -- Fiction; Whaling ships -- Fiction",Best Books Ever Listings; Category: Adventure; Category: American Literature; Category: Classics of Literature; Category: Novels,en,False,Text,188210
1342,Pride and Prejudice,"Austen, Jane",1775.0,1817.0,Courtship -- Fiction; Domestic fiction; England -- Fiction; Love stories; Sisters -- Fiction; Social classes -- Fiction; Young women -- Fiction,Best Books Ever Listings; Category: British Literature; Category: Classics of Literature; Category: Novels; Category: Romance; Harvard Classics,en,False,Text,183505
2641,A Room with a View,"Forster, E. M. (Edward Morgan)",1879.0,1970.0,British -- Italy -- Fiction; England -- Fiction; Florence (Italy) -- Fiction; Humorous stories; Young women -- Fiction,Category: British Literature; Category: Novels; Category: Romance; Italy,en,False,Text,142569
2554,Crime and Punishment,"Dostoyevsky, Fyodor",1821.0,1881.0,Crime -- Psychological aspects -- Fiction; Detective and mystery stories; Murder -- Fiction; Psychological fiction; Saint Petersburg (Russia) -- Fiction,"Best Books Ever Listings; Category: Classics of Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Russian Literature; Crime Fiction; Harvard Classics",en,False,Text,125245
3268,The Mysteries of Udolpho,"Radcliffe, Ann Ward",1764.0,1823.0,Castles -- Fiction; Gothic fiction; Guardian and ward -- Fiction; Horror tales; Inheritance and succession -- Fiction; Italy -- Fiction; Orphans -- Fiction; Young women -- Fiction,"Category: British Literature; Category: Classics of Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Romance; Gothic Fiction; Italy",en,False,Text,117670
2465,Carmen,"Mérimée, Prosper",1803.0,1870.0,Carmen (Fictitious character) -- Fiction; Spain -- Social life and customs -- 19th century -- Fiction,"Category: Crime, Thrillers and Mystery; Category: French Literature; Category: Novels; Category: Romance; Opera",en,False,Text,112176
65238,The Secret of Chimneys,"Christie, Agatha",1890.0,1976.0,"Battle, Superintendent (Fictitious character) -- Fiction; Detective and mystery stories; Police -- England -- Fiction","Category: Adventure; Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Romance",en,False,Text,112143
21839,Sense and Sensibility,"Austen, Jane",1775.0,1817.0,Domestic fiction; England -- Fiction; England -- Social life and customs -- 19th century -- Fiction; Gentry -- England -- Fiction; Inheritance and succession -- Fiction; Love stories; Mate selection -- Fiction; Regency fiction; Sisters -- Fiction; Social classes -- Fiction; Young women -- Fiction,Category: British Literature; Category: Classics of Literature; Category: Novels; Category: Romance,en,False,Text,107602
2868,The Green Mummy,"Hume, Fergus",1859.0,1932.0,Detective and mystery stories; Fiction,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: Romance",en,False,Text,106137
1661,The Adventures of Sherlock Holmes,"Doyle, Arthur Conan",1859.0,1930.0,"Detective and mystery stories, English; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction","Banned Books from Anne Haight's list; Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Short Stories; Contemporary Reviews; Detective Fiction",en,False,Text,105900
1260,Jane Eyre: An Autobiography,"Brontë, Charlotte",1816.0,1855.0,Bildungsromans; Charity-schools -- Fiction; Country homes -- Fiction; England -- Fiction; Fathers and daughters -- Fiction; Governesses -- Fiction; Love stories; Married people -- Fiction; Mentally ill women -- Fiction; Orphans -- Fiction; Young women -- Fiction,Category: British Literature; Category: Classics of Literature; Category: Novels; Category: Romance,en,False,Text,103010
19476,A Honeymoon in Space,"Griffith, George Chetwynd",1857.0,1906.0,Science fiction,Category: Adventure; Category: British Literature; Category: Romance; Category: Science-Fiction & Fantasy; Science Fiction,en,False,Text,100540
22541,The Misplaced Battleship,"Harrison, Harry",1925.0,2012.0,"Criminals -- Fiction; DiGriz, James Bolivar (Fictitious character) -- Fiction; Police -- Fiction; Science fiction; Space ships -- Fiction","Category: Adventure; Category: Crime, Thrillers and Mystery; Category: Science-Fiction & Fantasy; Science Fiction",en,False,Text,99345
67979,The Blue Castle: a novel,"Montgomery, L. M. (Lucy Maud)",1874.0,1942.0,Canada -- History -- 1914-1945 -- Fiction; Choice (Psychology) -- Fiction; Love -- Fiction; Romance fiction; Self-actualization (Psychology) -- Fiction; Single women -- Fiction; Young adult fiction,Category: Novels; Category: Romance,en,False,Text,98187
45839,Dracula,"Stoker, Bram",1847.0,1912.0,"Dracula, Count (Fictitious character) -- Fiction; Epistolary fiction; Gothic fiction; Horror tales; Transylvania (Romania) -- Fiction; Vampires -- Fiction; Whitby (England) -- Fiction","Category: British Literature; Category: Classics of Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Science-Fiction & Fantasy",en,False,Text,97893
31100,The Complete Project Gutenberg Works of Jane Austen: A Linked Index of all PG Editions of Jane Austen,"Austen, Jane",1775.0,1817.0,"England -- Social life and customs -- Fiction; Love stories, English",Category: British Literature; Category: Classics of Literature; Category: Novels; Category: Romance,en,False,Text,95700
11,Alice's Adventures in Wonderland,"Carroll, Lewis",1832.0,1898.0,Alice (Fictitious character from Carroll) -- Juvenile fiction; Children's stories; Fantasy fiction; Imaginary places -- Juvenile fiction,Category: British Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels; Children's Literature,en,False,Text,94492
601,The Monk: A Romance,"Lewis, M. G. (Matthew Gregory)",1775.0,1818.0,Gothic fiction; Horror tales; Madrid (Spain) -- Fiction; Monks -- Fiction,Best Books Ever Listings; Category: British Literature; Category: Classics of Literature; Category: Novels; Category: Romance; Gothic Fiction,en,False,Text,93858
47530,"Oliver Twist, Vol. 2 (of 3)","Dickens, Charles",1812.0,1870.0,Bildungsromans; Boys -- Fiction; Criminals -- Fiction; Kidnapping victims -- Fiction; London (England) -- Fiction; Orphans -- Fiction,"Category: British Literature; Category: Classics of Literature; Category: Crime, Thrillers and Mystery; Category: Novels",en,False,Text,92938
42671,Pride and Prejudice,"Austen, Jane",1775.0,1817.0,Courtship -- Fiction; Domestic fiction; England -- Fiction; Love stories; Sisters -- Fiction; Social classes -- Fiction; Young women -- Fiction,Best Books Ever Listings; Category: British Literature; Category: Classics of Literature; Category: Novels; Category: Romance,en,False,Text,89612
345,Dracula,"Stoker, Bram",1847.0,1912.0,"Dracula, Count (Fictitious character) -- Fiction; Epistolary fiction; Gothic fiction; Horror tales; Transylvania (Romania) -- Fiction; Vampires -- Fiction; Whitby (England) -- Fiction","Category: British Literature; Category: Classics of Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Science-Fiction & Fantasy; Gothic Fiction; Horror; Movie Books; Mystery Fiction",en,False,Text,89208
1695,The Man Who Was Thursday: A Nightmare,"Chesterton, G. K. (Gilbert Keith)",1874.0,1936.0,Allegories; Anarchists -- Fiction; Detective and mystery stories; Fantasy fiction; London (England) -- Fiction; Police -- Fiction,"Best Books Ever Listings; Category: Adventure; Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Philosophy & Ethics",en,False,Text,89014
6133,"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar","Leblanc, Maurice",1864.0,1941.0,"Adventure stories, French -- Translations into English; Burglars -- Fiction; Lupin, Arsène (Fictitious character) -- Fiction; Mystery and detective stories; Short stories","Category: Adventure; Category: Crime, Thrillers and Mystery; Category: French Literature; Category: Novels; Crime Fiction",en,False,Text,88520
59828,"The String of Pearls; Or, The Barber of Fleet Street. A Domestic Romance.","Prest, Thomas Peckett, Rymer, James Malcolm",1810.0,1859.0,"Bakers -- Fiction; Barbers -- Fiction; Cannibalism -- Fiction; Fleet Street (London, England) -- Fiction; Historical fiction; Horror tales; London (England) -- Social life and customs -- 18th century -- Fiction; Missing persons -- Fiction; Murder -- Fiction; Mystery fiction; Penny dreadfuls; Revenge -- Fiction; Suspense fiction; Todd, Sweeney (Legendary character) -- Fiction; Young women -- Fiction","Category: British Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Category: Romance",en,False,Text,88406
62215,Le Fantôme de l'Opéra,"Leroux, Gaston",1868.0,1927.0,Composers -- Fiction; French fiction -- 20th century; Horror tales; Musical fiction; Opera -- Fiction; Paris (France) -- Fiction; Phantom of the Opera (Fictitious character) -- Fiction,"Category: Crime, Thrillers and Mystery; Category: French Literature; Category: Novels; Category: Romance; FR Littérature; FR Nouveautés",fr,False,Text,87013
37106,"Little Women; Or, Meg, Jo, Beth, and Amy","Alcott, Louisa May",1832.0,1888.0,Autobiographical fiction; Bildungsromans; Domestic fiction; Family life -- New England -- Fiction; March family (Fictitious characters) -- Fiction; Mothers and daughters -- Fiction; New England -- Fiction; Sisters -- Fiction; Young women -- Fiction,Category: American Literature; Category: Children & Young Adult Reading; Category: Classics of Literature; Category: Novels,en,False,Text,86348
24793,Blow The Man Down: A Romance Of The Coast,"Day, Holman",1865.0,1935.0,Love stories; Ship captains -- Fiction; Yachts -- Fiction,Category: American Literature; Category: Novels; Category: Romance,en,False,Text,84994
7326,The Yeoman Adventurer,"Gough, George W.",,,"Adventure stories; Farmers -- Fiction; Jacobite Rebellion, 1745-1746 -- Fiction; Staffordshire (England) -- Fiction",Category: Adventure; Category: British Literature; Category: Historical Novels; Category: Romance,en,False,Text,84557
145,Middlemarch,"Eliot, George",1819.0,1880.0,Bildungsromans; City and town life -- Fiction; Didactic fiction; Domestic fiction; England -- Fiction; Love stories; Married people -- Fiction; Young women -- Fiction,Best Books Ever Listings; Category: British Literature; Category: Classics of Literature; Category: Novels; Historical Fiction,en,False,Text,84181
40284,The Sex Life of the Gods,"Knerr, M. E. (Michael E.)",1936.0,1999.0,Extraterrestrial beings -- Fiction; Science fiction,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: Romance; Category: Science-Fiction & Fantasy",en,False,Text,82613
72,"Thuvia, maid of Mars","Burroughs, Edgar Rice",1875.0,1950.0,Mars (Planet) -- Fiction; Martians -- Fiction; Science fiction,Category: Adventure; Category: American Literature; Category: Romance; Category: Science-Fiction & Fantasy; Science Fiction,en,False,Text,81388
468,Manon Lescaut,"Prévost, abbé",1697.0,1763.0,"Adventure stories; Lescaut, Manon, 1689-1721 -- Fiction; Man-woman relationships -- Fiction",Category: Classics of Literature; Category: French Literature; Category: Novels; Category: Romance,en,False,Text,80853
76639,"Eloisa : $b or, A series of original letters","Rousseau, Jean-Jacques",1712.0,1778.0,Alps Region -- History -- 18th century -- Fiction; Epistolary fiction; French fiction -- Translations into English; Man-woman relationships -- Fiction; Psychological fiction; Women -- Fiction,Category: Classics of Literature; Category: French Literature; Category: Novels; Category: Romance,en,False,Text,79893
43,The strange case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",1850.0,1894.0,Horror tales; London (England) -- Fiction; Multiple personality -- Fiction; Physicians -- Fiction; Psychological fiction; Science fiction; Self-experimentation in medicine -- Fiction,"Category: British Literature; Category: Classics of Literature; Category: Crime, Thrillers and Mystery; Category: Novels; Horror; Movie Books; Precursors of Science Fiction",en,False,Text,79438
31635,The Silent Barrier,"Tracy, Louis",1863.0,1928.0,Adventure stories; Mystery fiction; Switzerland -- Fiction; Voyages and travels -- Fiction,Category: Adventure; Category: British Literature; Category: Novels; Category: Romance,en,False,Text,79146
8492,The King in Yellow,"Chambers, Robert W. (Robert William)",1865.0,1933.0,"Horror tales, American; Short stories, American; United States -- Social life and customs -- 19th century -- Fiction","Category: American Literature; Category: Crime, Thrillers and Mystery; Category: Science-Fiction & Fantasy; Category: Short Stories; Horror",en,False,Text,78814
31472,Cynthia's Chauffeur,"Tracy, Louis",1863.0,1928.0,Americans -- England -- Fiction; Chauffeurs -- Fiction; Love stories,Category: Adventure; Category: British Literature; Category: Humour; Category: Novels; Category: Romance,en,False,Text,78793
28203,Moods,"Alcott, Louisa May",1832.0,1888.0,Young women -- Fiction,Category: American Literature; Category: Novels; Category: Romance,en,False,Text,78042
17460,Lorna Doone: A Romance of Exmoor,"Blackmore, R. D. (Richard Doddridge)",1825.0,1900.0,"Exmoor (England) -- Fiction; Historical fiction; Love stories; Monmouth's Rebellion, 1685 -- Fiction",Category: British Literature; Category: Historical Novels; Category: Novels; Category: Romance,en,False,Text,77685
31257,"Dainty's Cruel Rivals; Or, The Fatal Birthday","Miller, Alex. McVeigh, Mrs.",1850.0,1937.0,Adventure stories; Aunts -- Fiction; Cousins -- Fiction; Love stories; Young women -- Fiction,Category: Novels; Category: Romance,en,False,Text,77584
75201,A farewell to arms,"Hemingway, Ernest",1899.0,1961.0,"Man-woman relationships -- Fiction; Military deserters -- Fiction; Military hospitals -- Fiction; Soldiers -- United States -- Fiction; War stories; War wounds -- Fiction; World War, 1914-1918 -- Campaigns -- Italy -- Fiction; World War, 1914-1918 -- Fiction; World War, 1914-1918 -- Medical care -- Fiction",Category: American Literature; Category: Classics of Literature; Category: History - Warfare; Category: Novels; Category: Romance; Nobel Prizes in Literature,en,False,Text,77348
