key,titulo,autores,cantidad_ediciones,anio_primera_publicacion,materias,tiene_texto_completo,id_internet_archive,id_portada
/works/OL61981W,Ἰλιάς,Όμηρος,1084,1505,Odysseus (Greek mythology); Greeks; Poetry; Classical literature; Poesía; Open Library Staff Picks; Greek Epic poetry; Hector (Legendary character); Textual Criticism; Achilles (Greek mythology),True,iliadofhomerdone00home,7083790
/works/OL100672W,Candide,Voltaire,1079,1746,Conduct of life; Readers; Literatura francesa; Satire; Fiction; Civilization; Moral conditions; Enlightenment; Politics and government; Life,True,candide0000volt_u0y4,12736044
/works/OL61982W,Ὀδύσσεια,Όμηρος,1064,1488,"great_books_of_the_western_world; Poetry; Fiction; Classical literature; Open Library Staff Picks; Juvenile literature; Horses; Mythology, Greek, in literature; Diseases; Greek Mythology",True,lodysse02hom,9045853
/works/OL8193387W,Hard Times,Charles Dickens,1028,1854,Fiction; Social problems; Utilitarianism; Education; Social life and customs; Social conditions; Married people; Industrial revolution; Problèmes sociaux; Conditions sociales,True,hardtimesnewnove00dick,8236916
/works/OL63985W,The Legend of Sleepy Hollow,Washington Irving,1017,1820,"Fiction; Ghosts; History; Children's stories, American; Short stories; Christmas; American Ghost stories; Ghost stories; Ichabod Crane (Fictitious character); Folklore",True,legendofsleepyho00irvi_3,8243083
/works/OL66534W,Northanger Abbey,Jane Austen,1013,1818,Mate selection; Cousins; Fiction; Young women; Horror tales; Families; Uncles; Appreciation; Children of the rich; English Love stories,True,synapseml_gutenberg_northanger_abbey_by_jane_austen,12567961
/works/OL98501W,Ethan Frome,Edith Wharton,1000,1910,Accident victims; American fiction (fictional works by one author); American literature; Children's fiction; Classic Literature; domestic fiction; English fiction; Family life; Farm life; Fiction,True,EdithWharton_SousLaNeige,8303480
/works/OL86320W,Dubliners,James Joyce,996,1914,Daily Express; West Briton; Three Graces; The Lass of Aughrim; alcoholism; confessionals; Jesuits; fiction; concerts; piano,True,dubliners02814gut,8216412
/works/OL362685W,Troilus and Cressida,William Shakespeare,992,1609,Drama; Troilus (Legendary character); Cressida (Fictitious character); Trojan War; Fiction; English drama; History and criticism; Trojan War. fast (OCoLC)fst01157294; Concordances; Troilus (Greek mythology) in literature,True,bwb_S0-AVY-819,8789523
/works/OL19842W,Captains Courageous,Rudyard Kipling,990,1896,Teenage boys; Fishers; Fiction; Interpersonal relations; Reading; Literature; Fisher (Mammal); Self-perception; Children of the rich; Open Library Staff Picks,True,captainscourageo0000rudy_k6p1,12819857
/works/OL99509W,The Railway Children,Edith Nesbit,985,1900,Brothers and sisters; Children's stories; Classic Literature; Country life; Family; Family life; Fiction; History; Juvenile Literature; Juvenile fiction,True,railwaychildren00nesb_1,13241123
/works/OL362427W,Romeo and Juliet,William Shakespeare,985,1597,"Classical Literature; British and irish drama (dramatic works by one author); Conflicto entre generaciones; Conflict of generations; courtship; Drama; Drama inglés; Dramatic production; Enemistad mortal; English drama (collections), early modern and elizabethan, 1500-1600",True,2tragedyofromeoj00shakuoft,8257991
/works/OL176092W,The Moonstone,Wilkie Collins,977,1800,Fiction; Jewelry theft; East Indians; Police; Drama; History; Detective and mystery stories; Readers; English fiction; Country homes,True,bwb_W9-CJO-982,8237041
/works/OL262438W,The Sign of Four,Arthur Conan Doyle,962,1889,Crime & Mystery; classic fiction; Andamanese; arrow poisons; bloguns; convicts; crime & mystery fiction; crocodiles; Detective and mystery fiction; Fiction,True,sherlockholmesle00doyl_093,9247987
/works/OL498556W,Metamorphosis,Franz Kafka,955,1915,Fantasy fiction; Children's fiction; Lectures et morceaux choisis; Fantastique; Nouvelles; Métamorphose; Romans; Famille; Metamorphosis; Die Verwandlung,True,lamtamorphosedes0000fran,12820198
/works/OL99499W,Five Children and It,Edith Nesbit,950,1905,Fiction; Fairies; Wishes; Brothers and sisters; History; Juvenile fiction; Fantasy; Fairy tales; Stories; England,True,xuyuanjingling0000unse,28174
/works/OL362695W,Antony and Cleopatra,William Shakespeare,949,1734,"Antonius, Marcus,; Antonius, Marcus, 83?-30 B.C.; Bibliography; Drama; Dramatic production; English Young adult drama; Fiction; Film adaptations; Film and video adaptations; Folios. 1623",True,antonycleopatra0000will_l0e2,8222096
/works/OL19908W,Kim,Rudyard Kipling,934,1901,Fiction; Irish; Lamas; Irish in fiction; Orphans; Boys in fiction; Boys; Lamas in fiction; Orphans in fiction; India in fiction,True,kim0000kipl_k9s0,1053011
/works/OL76524W,The Thirty-Nine Steps,John Buchan,881,1915,"Hannay, richard (fictitious character), fiction; Great britain, fiction; Fiction, espionage; English language; Fiction; Fugitives from justice; Intelligence service; Missing persons; Richard Hannay (Fictitious character); Secret societies",True,thirtyninesteps00buch_2,93020
/works/OL53919W,The Adventures of Tom Sawyer,Mark Twain,879,1817,The Adventures of Tom Sawyer; Mark Twain; 1835-1910; 19th Century; Historical; Fiction; Classic; American; Novel; Children,True,adventuresoftomsawyerurdu,12043351
/works/OL77958W,The Last of the Mohicans,James Fenimore Cooper,864,1826,Adventure stories; Ficción; Fiction; Frontier and pioneer life; Historia; Historical fiction; History; Indians of North America; Indios de América del Norte; Mohegan Indians,True,cooperslastofmoh00coop,8236937
/works/OL76341W,The Innocence of Father Brown,Gilbert Keith Chesterton,859,1583,"Fiction, mystery & detective, collections & anthologies; England, fiction; Brown, father (fictitious character), fiction; Fiction, mystery & detective, traditional; Catholic church, clergy, fiction; Fiction; Father Brown (Fictitious character); English Detective and mystery stories; England in fiction; Clergy",True,innocenceoffathe0000gkch,94081
/works/OL8662242W,David Copperfield,Charles Dickens,846,1800,"British and irish drama (dramatic works by one author); Children's fiction; Orphans, fiction; England, fiction; Boys, fiction; Stepparents, fiction; Readers; British and irish fiction (fictional works by one author); Fiction, coming of age; Fiction",True,personalhistoryo001850dick,1048892
/works/OL258656W,Cymbeline,William Shakespeare,844,1734,Drama; Fathers and daughters; Kings and rulers; Britons; Married people; History; Bibliography; Folios. 1623; Language; Tragicomedy,True,cymbeline00shak_1,8997203
/works/OL362665W,King Richard II,William Shakespeare,840,1597,"Drama; History; Quartos; Bibliography; Problems, exercises; English Young adult drama; English drama; English literature; Plays; Kings and rulers in literature",True,tragedy_of_king_richard_ii_version_2_2007_librivox,9069548
/works/OL21025633W,Записки изъ подполья,Фёдор Достоевский,837,1864,"Fiction; History; General; Officials and employees; Employees; Fiction, historical; Russia (federation), fiction; Fiction, historical, general; Fiction, political; Slavic philology",True,notesfromunderground_bn_librivox,10445973
/works/OL12791W,My Ántonia,Willa Cather,832,1818,Literature; Frontier and pioneer life; Czech Americans; Married women; Friendship; Women immigrants; Fiction; Farmers' spouses; Women pioneers; Classic Literature,True,myatonia0000will,8369013
/works/OL14869167W,The Old Curiosity Shop,Charles Dickens,825,1800,Fiction; Girls; Gamblers; Grandfathers; Antique dealers; Grandparent and child; Loss (Psychology); Gambling; Social life and customs; Translations into Russian,True,bwb_O4-ACL-089,13119794
/works/OL77764W,Anne's House of Dreams,Lucy Maud Montgomery,822,1917,"Country life; Marriage; Juvenile fiction; Friendship; History; Fiction; Fiction, general; Er tong wen xue; Zhang pian xiao shuo; Dreams, fiction",True,anneshouseofdrea0000lmmo_h5g1,14640440
/works/OL362676W,All's Well That Ends Well,William Shakespeare,818,1734,"Drama; Married women; Runaway husbands; Problems, exercises; English Young adult drama; English drama; Travel; Plays; Fiction; Classic Literature",True,allswellthatends00shakuoft,7338455
/works/OL258758W,The Merchant of Venice,William Shakespeare,818,1600,Drama; Jews; Moneylenders; Shylock (Fictitious character); Juvenile drama; Plays; English literature; History and criticism; History; Problems,True,mercaderdevenecia_1810_librivox,7182819
/works/OL77744W,Anne of Avonlea,Lucy Maud Montgomery,813,1909,Fiction; History; Juvenile fiction; Orphans; Teachers; Islands; Teachers in fiction; Orphans in fiction; Prince Edward Island in fiction; Islands in fiction,True,anneofavonlea1918mont,14638062
/works/OL258850W,Othello,William Shakespeare,807,1622,Drama; Othello (Fictitious character); Printing; Specimens; Dramatic production; Jealousy; Muslims; Interracial marriage; Plays; Teatro,True,shakespearesothe0000will,7165018
/works/OL362699W,The Tempest,William Shakespeare,804,1611,English literature: Shakespeare criticism; English literature: Shakespeare texts; Plays / Drama; Literary Criticism; Classics; For National Curriculum Key Stage 3; play; performing arts; English drama; tragicomedy,True,works00shak_6,8155661
/works/OL471789W,The Secret Adversary,Agatha Christie,800,1922,"Classic Literature; English language; Fiction; Married people; Murder; Mystery; Private investigators; Problems, exercises; Report writing; Rhetoric",True,secretadversary0000ahat,14590159
/works/OL51831W,πολιτεία,Plato,794,1554,Political science; Early works to 1800; Utopias; Ouvrages avant 1800; Science politique; Utopies; Ciencias políticas; Early works to 1700; Education; Greek Education,True,republicofplat00plat,14418448
/works/OL54031W,A Connecticut Yankee in King Arthur's Court,Mark Twain,788,1889,"Time travel; Fiction; Arthurian romances; Kings and rulers; Adaptations; Knights and knighthood; Americans; Britons; American fiction (fictional works by one author); Fiction, fantasy, historical",True,writingsmark16twairich,9168732
/works/OL498463W,Der Proceß,Franz Kafka,783,1825,"Fiction; Alegorical fiction; Manuscripts; Facsimiles; Trials; Ficción; Procesos criminales; Fiction, psychological; Continental european fiction (fictional works by one author); Psychological fiction",True,KafkasProcess,997423
/works/OL1348798W,"Henry IV, Part 1",William Shakespeare,782,1598,"Drama; History; In literature; Henry IV, King of England, 1367-1413; Fiction; Kings and rulers; English drama; Juvenile drama; Sir Falstaff, John (Fictitious character); British and irish drama (dramatic works by one author)",True,thisaldusshakesp0000henr,116833
/works/OL77748W,Anne of the Island,Lucy Maud Montgomery,781,1915,"College students; Friendship; Universities and colleges; Fiction; Juvenile fiction; College stories; Orphans; History; Children's fiction; Shirley, anne (fictitious character), fiction",True,b1374988,14639028
/works/OL362671W,Two Gentlemen of Verona,William Shakespeare,781,1632,"Drama; Triangles (Interpersonal relations); Exiles; Plays; English Young adult drama; Problems, exercises; Fiction; Teatro ingles (periodo elizabetano); British and irish drama (dramatic works by one author); Shakespeare, william, 1564-1616, two gentlemen of verona",True,twogentlemenofve0000will_f4u2,8791306
/works/OL362166W,Coriolanus,William Shakespeare,780,1734,"Drama; Generals; History; Juvenile drama; English drama; Heroes; In literature; Plays; Generals in literature; Children's plays, English",True,shakespearestrag0000shak_u8d0,8222112
/works/OL14868783W,The Cricket on the Hearth,Charles Dickens,774,1846,"English Christmas stories; Short stories; Christmas stories; Social life and customs; Juvenile fiction; Fiction; English Short stories; Social conditions; England, fiction; Fiction, short stories (single author)",True,cricketonheart0000char_i8g2,9284868
/works/OL86343W,A Portrait of the Artist as a Young Man,"James Joyce, James Joyce, james joyce, J Joyce",765,1818,Fiction; Artists; Young men; Facsimiles; Manuscripts; English Manuscripts; Autobiographical fiction; Literature; Classic Literature; Coming of age,True,portraitofartist0000jame,9328410
/works/OL20938W,The Mill on the Floss,"George Eliot, Rosalyn Landor, Sue Saunders, Julius Frese",763,1800,Brothers and sisters; Women clergy; Infanticide; Open Library Staff Picks; Vendetta; Fiction; Water mills; Loss (Psychology); Conflict of generations; Carpenters,True,bwb_S0-BKD-170,8236884
/works/OL362684W,Richard III,William Shakespeare,763,1597,"Drama; History; Kings and rulers in literature; Textual Criticism; Problems, exercises; Stage history; Fiction; In literature; Kings and rulers; Classic Literature",True,richardiiihistor00shak,9020720
/works/OL262505W,The Valley of Fear,Arthur Conan Doyle,758,1914,"English Detective and mystery stories; Fiction; Private investigators; Private investigators in fiction; Romans; Roman policier anglais; Detective and mystery stories; Chinese Detective and mystery stories; England, fiction; Moriarty, professor (fictitious character), fiction",True,thevalleyoffear03289gut,8350377
/works/OL53994W,The Prince and the Pauper,Mark Twain,755,1881,Readers; Fiction; Poor; Kings and rulers; Impostors and imposture; Poor children; Boys; Classic Literature; Princes; Adventure and adventurers,True,hoang-tu-nho-va-chu-be-ngheo-kho.sna,8221267
/works/OL88813W,A Room with a View,E. M. Forster,755,1905,British; Fiction; Young women; British in fiction; England in fiction; Travel; Young women in fiction; love; romance; Movie novels,True,bwb_KQ-132-074,1748132
/works/OL16333W,Leaves of Grass,Walt Whitman,755,1855,"Manuscripts; United States Civil War, 1861-1865; Gay poets; Presidents; Poetry; American Poets; Fiction; English poetry; American poetry; Mysticism",True,bwb_P8-BMM-114,9000447
/works/OL15449W,The Princess and the Goblin,George MacDonald,750,1872,"Classic Literature; Fantasy; Fiction; Juvenile Fiction; Juvenile Literature; Fairy tales; Children's fiction; Child and youth fiction; Classic fiction; Fairy tales, folk tales, fables, magical tales & traditional stories",True,worksmacdonald22macdiala,14363454
/works/OL44927W,Tess of the d'Urbervilles,Thomas Hardy,747,1707,"Fiction; Man-woman relationships, fiction; Poor families, fiction; Women murderers, fiction; Children of the rich; fiction""; Triangles (Interpersonal relations), fiction; Children of clergy, fiction; Women domestics, fiction; Women household employees, fiction",True,tessofdurbervill0000thom_a8d8,13109386
/works/OL262460W,The Lost World,Arthur Conan Doyle,747,1900,Adventure stories; Atlantis; Dinosaurs; Discovery and exploration; English Detective and mystery stories; Fiction; Fiction in French; Prehistoric peoples; Professor Challenger (Fictitious character); Scientific expeditions,True,bwb_KR-223-812,8231444
/works/OL97727W,Metamorfosi,"Ovid, William S. Anderson, Mary Frederick, Rolfe Humphries, John Dryden, Samuel Garth, Jack Shapiro, Ovid, Robert Squillace, Frank Justus Miller, Ovidio, Julius Ziehen, Banier (Antoine, M L'Abbe), Niklas Holzberg, Lee Fratantuono, A D Melville, Emeritus Kennedy Professor of Latin Fellow E J Kenney, Ovide, William Scovil Anderson, Stephanie McCarter, Gerhard Fink, Alexander Pope, Joseph Addison, William Congreve, Gottlieb Erdmann Gierig, Jan Minell, Pieter Rabus, Alexander Pope, Sir Samuel Garth, John Godwin, OVIDIO, Publio Nasone Ovidio, Ovidi, Xavier Mata Oroval, Claude-Pierre Goujet, Claude-Pierre Banier, Publius Ovidius Naso, Edward Brooks, Edward Ovid, Ovidius, Ernest Ensor Publius Ovidius Naso, Ovídio, Pierre Du Ryer, Publio Ovidio Nason, Johannes Minellius, Nathan Bailey, J., F., and C. Rivington (Firm), G. G. J. and J. Robinson (Paternoster-Row, London, England), Scatcherd and Whitaker, Publius Ovidius Naso, Mathieu Guillaume Thérès de Villenave, Rudolf Merkel, Ovid Giovanni Andrea Dell' Anguillara, C. Luke Soucy, Publius Ovidius Naso, Joseph Gaspard Dubois-Fontanelle, Villenave, Moriz Haupt, Otto Korn, Otto Ovid, J. J. J.J. Howard, Henry Riley, Théodose Burette, Etienne Gros, John Clarke, John Ovid, William Thane Peck, Moriz Haupt, Hermann Johannes Müller, Otto Korn, Henry T. Riley, Banier M. l'abbé, Bernard Picart, Arthur Golding, William White, William Seres, J. H. Haydon, Maximus Planudes, Jean François Boissonade, Garth, Samuel Sir, Joseph Addison, Laurence Eusden, Arthur Maynwaring, Samuel Croxall, Nahum Tate, John Gay, Freigius, Moritz Haupt, Otto Korn, Ovide Ovide, George Sewell, Ovid Vergil, Ovide (Ovid) ; Georges Lafaye, Rolfe (Translated by) Ovid and Humphries, Ernst Karl Christian Bach, Rudolf Ehwald, Ovidb C -17 or 18 a D, Daniel Crespin, Anton Zingerle, Heinrich Stefan Sedlmayer, José Carlos Fernández Corte, María Josefa Cantó Llorca, Charles Martin, Emily R. Wilson, Ovide, Henry T. Riley, translated by frank jsutus miller Ovid, Moriz Haupt P. Ovidius Naso, 43 B. C. -17 or 18 A. D. Ovid, N. C. (Nathan Covington) 180 Brooks, José-Román Bravo Díaz, Publio Ovidio Nasón, Antonio Ruiz de Elvira Prieto, Bartolomé Segura Ramos, OVIDIO; BONIFAZ NU;O, RUBEN INTRODUCION, VERSION, OVIDIO; BONIFAZ NU;O, RUBEN INTRODUCION, VERSION, Publius Ovidius Naso Ovide, OVIDE, 43 B. C. -17 A. D. or 18 A. D. Ovid, Stamperia del Seminario (Padua), Publius Ovidius Publius Ovidius Naso, Henry Thomas Riley, Publi Ovidi Nasó, Donald E. Hill, J. R. Jenkinson, K. Sara Myers, Ovid Poet, John Laney, Hermann Breitenbach, Rudolf Merkel, Rudolf Ehwald, Ange-François Fariau de Saint-Ange, Pablo Picasso, Jean Gaspard Dubois-Fontanelle, Giuseppe Zocchi, Joseph Chamonard, Diedrich Ernest Bosselaar, Thomas Farnaby, Friedrich Polle, Johannes Siebelis, Bernardino Stagnino, Carolus Vivianus, Ovide (Ovid) ,  Georges Lafaye, Garth, Samuel Sir, George Sandys, Richard Badger, Johann Raener, Henricus Glareanus, Thomas Purfoot, Charles Simmons, Lodovico Dolce, Jakob Moltzer, Ercole Ciofani, Daniel Heinsius, Nicolaas Heinsius, Pieter Burman, Johann Wilhelm Capoferrius, Charles de Massac, Raymond de Massac, George Sewell, Jakob Moltzer, Raffaele Regio, Giovanni de Buonsignore, Luca-Antonio Giunta, William Caxton, George Hibbert, Roxburghe Club, Erich Rösch, Joseph Davidson, Claude-Pierre Goujet, N. Bailey, Johannes Minellius, Banier (Antoine), Jean Matheus, Isaac Briot, Pierre Firens, Michael Faulte, Gerard Jean-Baptiste Scotin, Antoine Humblot, Virgil Solis, Vasiliĭ Maĭkov, Gerhard Lorich, Marguerite Carnec, Olivier Sers, SparkNotes, Georges Lafaye, Raphaello Regius, Josse Badius, Gottlieb Erdmann Gierig, Almeno pseud, Ēlias Tsirinkakēs, Jordi Parramon Blasco, John Clarke, Jacobus Rubeus, Henry N. Heale, William Scovil Anderson, Gianpiero Rosati, Giovanna Faranda Villa, Rossella Corti, Nicolas Renouard, Publius Vergilius Maro, Henry King, Karl Hermann Weise, Jorge de Bustamante, Pierre Bellère, Fitzwilliam, William Charles de Meuron Earl, Edward Glaser, Giovanni de' Buonsignori, Gregor Bersmann, Josse Badius, Pieter Rabus, 'Introductiones' Printer of Nebrissensis, Hannibal Gamon, Clifden, Arthur Victor Agar-Robartes Viscount, England) Lanhydrock House (Cornwall, Giovanni Andrea dell' Anguillara, Francesco Turchi, Clarke, John, Lodovico Dolce, Ovid, Banier (Antoine), Claude-Pierre Goujet, Karl Paul Otto Korn, H. J. Müller, Otto Korn, Johann Balthasar Sedkezki, Stephen Gaselee, H. F. B. Brett-Smith, Pepys Library, Raphaello Regius, Paul Brandt, Thomas Farnaby, Pierre Du Ryer, Gwilym Aneurin Tudor Davies, Ovid, 43 BCE-18, 43 BCE-18",747,1474,Poetry; Mythology; Metamorphosis; Latin Fables; Classical Mythology; Translations into Italian; Poesia lirica latina; Translations into English; Latin Epistolary poetry; Women,True,lastransformacio02ovid,5701612
/works/OL36287W,Hrabě Monte Cristo. Díl 1 a 2 (třísvazkové vydání),Alexandre Dumas,736,1830,France -- History -- 19th century -- Fiction; France; Fiction; France in fiction; History; Adventure and adventurers in fiction; Readers; French language; Adventure and adventurers; Translations into Yiddish,True,dergrafvonmontec0000alex_x8p1,14566393
/works/OL18396W,The Marvelous Land of Oz,L. Frank Baum,724,1904,"Children's stories, American; Juvenile fiction; Translations into Russian; Children's literature, English; Children's literature, Russian; Oz (Imaginary place); Wizards; Fantasy; Children's fiction; Oz (imaginary place), fiction",True,cihm_78970,12648656
/works/OL531767W,The Canterbury Tales,"Geoffrey Chaucer, John E. Cunningham, Peter Ackroyd, Ted Stearn, V. A. Kolve, Glending Olson",722,1478,Death; English Narrative poetry; Juvenile poetry; Christian pilgrims and pilgrimages in literature; great_books_of_the_western_world; Fiction; Pilgrims and pilgrimages in literature; Storytelling in fiction; Textual Criticism; Storytelling in literature,True,cu31924030286466,5767180
/works/OL64365W,Brave New World,Aldous Huxley,722,1932,Utopias; Brainwashing; Moral and ethical aspects of Science; Fiction; Science and state; Social problems; Passivity (Psychology); Culture; Propaganda; Genetic engineering,True,bwb_KV-537-221,8231823
/works/OL2772007W,The Yellow Wallpaper,"Charlotte Perkins Gilman, Aric Cushing, Logan Thomas, SparkNotes, Bryan Hunt, A. J. Alexander, Steven Stern, Aileen Oracion, Twisted Classics, Anne Geer, Sara Barkat, Period Time Publishing, Félix Gerónimo, Agustín López Tobajas, Nicolae Sfetcu, Erminia Passannanti",721,1892,"Literature; Special collections; Cynthia Hilden; Married women; Psychology; Fiction; Mentally ill women; Sex role; Whitman College; Gilman, charlotte perkins , 1860-1935",True,yellowwallpaper1901gilm,652029
/works/OL47087W,Aeneis,Publius Vergilius Maro,721,1592,Aeneas (Legendary character) in literature; Classical literature; History and criticism; Latin Epic poetry; Rome in literature; Virgil. Aeneis; Legends; Latin Didactic poetry; Country life; Agriculture,True,bub_gb_4egCL2gvkdEC,5273998
/works/OL361246W,King Henry VIII,"William Shakespeare, John Fletcher",718,1670,"Drama; Kings and rulers; History; English drama; Fiction; Théâtre; British and irish drama (dramatic works by one author); Shakespeare, william, 1564-1616, king henry viii; Henry viii, king of england, 1491-1547, drama; English literature",True,shakespearesking0000will,7897086
/works/OL362679W,The Comedy of Errors,William Shakespeare,715,1734,"Drama; Brothers; Mistaken identity; Twins; Shipwreck victims; Juvenile drama; Survival after airplane accidents, shipwrecks; English Young adult drama; Plays; English literature",True,bib_fict_4103133,5561040
/works/OL485504W,Riders of the Purple Sage,Zane Grey,709,1912,Fiction; Mormon women; Polygamy; Women ranchers; Lassiter (Fictitious character); Adventure and adventurers; Fiction in English; Mormons; Classic Literature; Romance,True,ridersofpurplesa0000zane,872066
/works/OL99529W,The Book of Dragons,Edith Nesbit,706,1973,"Juvenile fiction; Children's stories, English; Fiction; Fairy tales; Dragons; Short stories; Children: Grades 2-3; Children's fiction; Dragons, fiction; Children's stories",True,bookofdragons00nesb,4342323
/works/OL7180368W,Decamerone,Giovanni Boccaccio,700,1516,"Fiction, historical, general; Europe, fiction; Fiction; Plague; Storytelling; History; Ficción; Italian literature; Middle Ages; Peste bubónica",True,ledcamron01bocc,6073528
/works/OL98587W,The House of Mirth,Edith Wharton,694,1905,Fiction; Single women; Social classes; Drama; Social life and customs; Classic Literature; Social status; Social values; open_syllabus_project; Roman,True,houseofmirth0000edit_h9i2,9329539
/works/OL152161W,Uncle Tom's Cabin,Harriet Beecher Stowe,688,1850,"Master and servant; Slavery; Plantation life; Uncle Tom (Fictitious character); Fugitive slaves; Slaves; Fiction; African Americans; Stowe, beecher (fictitious character), fiction; African americans, fiction",True,bwb_KT-240-390,12728198
/works/OL10263W,Le petit prince,Antoine de Saint-Exupéry,688,1943,"adventure; fantasy; friendship; love; childhood; loss; loneliness; Children's fiction; Friendship, fiction; Fantasy fiction",True,kucukprensorijin0000anto,10708272
/works/OL362694W,"Twelfth Night, or What You Will",William Shakespeare,687,1734,"Drama; Brothers and sisters; Twins; Survival after airplane accidents, shipwrecks; Mistaken identity; Juvenile drama; Plays; English literature; History and criticism; Children's plays, English",True,twelfthnightorwh0013unse_c9a6,9119932
/works/OL107195W,The Pilgrim's Progress,John Bunyan,683,1678,Bibliography; Readers; Fiction; Spiritual life; Church of England; Christian biography; German language; Aneityumese language; Cree (Langue); Christian life,True,pilgrimspro00buny,8229224
/works/OL26492W,The Autobiography of Benjamin Franklin,Benjamin Franklin,679,1791,Wills; Scientists; Printers; American Maxims; Inventors; Correspondence; Philosophers; Politics and government; Statesman; Open Library Staff Picks,True,autobiographyofb0000fran_s6g2,5647361
/works/OL8193406W,The Mayor of Casterbridge,Thomas Hardy,676,1800,"British and irish fiction (fictional works by one author); Wessex (england), fiction; Fathers and daughters, fiction; Long Now Manual for Civilization; Fiction, psychological; Psychological fiction; Fathers and daughters -- Fiction; Men -- England -- Fiction; Wessex (England) -- Fiction; Runaway husbands -- Fiction",True,bwb_KR-412-281,1260617
/works/OL114967W,The Jungle,Upton Sinclair,673,1791,Slaughtering and slaughter-houses; Sociology; Lithuanian Americans; Fiction; Historical Fiction; Emigration and immigration; Packing-houses; Stockyards; Meat industry and trade; Corrupt practices,True,junglesignetclas0000upto_v8q7,8231790
/works/OL77756W,Rainbow Valley,Lucy Maud Montgomery,671,1919,"Orphans; Fiction; French-Canadian fiction; Polish language materials; Juvenile fiction; Adventure stories; Family life; Fiction, general; Brothers and sisters, fiction; Family life, fiction",True,rainbowvalley00mont_1,14641168
/works/OL43024W,As a man thinketh,James Allen,657,1902,"New Thought; Conduct of life; Miniature books; Specimens; Inspirational; Body, Mind & Spirit; Fiction; New Age; Inspirational - General; Self-actualization (Psychology)",True,cu31924029124308,6268048
/works/OL99522W,The Story of the Treasure Seekers,Edith Nesbit,653,1899,Fiction; Brothers and sisters; Imagination; Moneymaking projects in fiction; Imagination in fiction; Family life; Family life in fiction; Brothers and sisters in fiction; Great Britain in fiction; Moneymaking projects,True,storyoftreasures00nesbrich,13241364
/works/OL85891W,The Jewel of Seven Stars,Bram Stoker,653,1902,"Mummies; Horror; Fiction; Archaeologists; Classic Literature; Thriller; Fiction, horror; Archaeologists, fiction; British and irish fiction (fictional works by one author); History",True,lccn_091817205,2760301
/works/OL176045W,The Woman in White,"Wilkie Collins, William Collins",653,1859,Fiction; mystery & detective; general; Apparitions; Social life and customs; Manners and customs; Psychiatric hospital patients; Inheritance and succession; Country homes; Art teachers,True,slateblackboarde00alco,4684227
/works/OL1168007W,Animal Farm,George Orwell,653,1945,"British and Irish fiction (fictional works by one author); political satire; classic; animal drama; Fiction, political; English literature: literary criticism; For National Curriculum Key Stage 4 & GCSE; Fiction, satire; English literature; Fiction",True,kolhosptvaryn00orwe,11261770
/works/OL45499W,Tao te Ching,老子,648,1842,Chinese Philosophy; Chinese language materials; Peace; Tao; Taoism; Ouvrages avant 1800; Taoïsme; Religion; Asian Philosophy; Philosophy,True,sayingsoflaotzu00laoz,662232
/works/OL14868497W,The Battle of Life,"Charles Dickens, Edward Stirling, Shahid Akram",646,1846,"Classic Literature; Fiction; Social life and customs; English Christmas stories; British and irish fiction (fictional works by one author); Fiction, general; Fiction, historical, general; Taxation of articles of consumption; Local taxation",True,battleoflifelove00dickrich,9285597
/works/OL362706W,Sonnets,William Shakespeare,646,1609,"English Sonnets; History and criticism; Bibliography; Translations into Yiddish; Problems, exercises; Translations into German; English Narrative poetry; Spurious and doubtful works; Translations into Arabic; Translations into Lithuanian",True,lp_the-sonnets-of-william-shakespeare_the-sonnets-of-william-shakespeare,8222090
/works/OL76468W,The Man Who Knew Too Much,Gilbert Keith Chesterton,644,1922,"Fiction; English Detective and mystery stories; Aristocracy (Social class); Fiction, mystery & detective, general; Large type books; LITERARY CRITICISM / European / English, Irish, Scottish, Welsh; Great britain, fiction; Fiction, mystery & detective, collections & anthologies; Religion; Fiction, general",True,cu31924013462837,12897858
/works/OL267171W,War and Peace,Лев Толстой,644,1864,"Classic; History; Russian Empire; Fiction; Russia; Russia (federation), fiction; Fiction, historical; Classic Literature; Historical Fiction; Napoleon I, Emperor of the French, 1769-1821 in fiction",True,warpeace34tols_0,12621906
/works/OL20844W,The Red Badge of Courage,Stephen Crane,639,1855,"1783-1865; American Manuscripts; Cartoons and comics; Chancellorsville, Battle of, Chancellorsville, Va., 1863; Civil War, 1861-1865; Civil war; Classic Literature; Coming of age; Criticism and interpretation; Facsimiles",True,redbadgeofcourag00cran_10,8236915
/works/OL30053009W,Du côté de chez Swann,Marcel Proust,636,1908,"Comics & graphic novels, general; France, fiction; Early memories; Fiction; Social life and customs; Upper class; Villages; Manners and customs; Romance literature; French language",True,bwb_P8-AUZ-038,11967344
/works/OL18409W,The Emerald City of Oz,L. Frank Baum,634,1910,"Juvenile fiction; Fiction; Oz (Imaginary place); Fantasy; Princess Ozma (Fictitious character); Children's fiction; Fantasy fiction; Oz (imaginary place), fiction; American Fantasy fiction; Large type books",True,emeraldcityofoz00baum,1473556
/works/OL52456W,Faust,Johann Wolfgang von Goethe,633,1800,Good and evil; Drama; Redemption; Devil; German drama; Translations into English; English drama; Translations from German; Illustrations; Magicians,True,faustmodlibrary00goetuoft,6499459
